year,RNP,vessel_registration_number,species_permit,fishing_gear_number,fishing_gear_type_en
2009,306001140,3102122813-6,ESCAMA,2,GILLNETS
2017,305005423,NA,ESCAMA MARINA,4,GILLNETS
2012,305007650,2502048913-8,ESCAMA MARINA,2,GILLNETS
2016,306001801,0304100913-5,ESCAMA MARINA,8,GILLNETS
2017,306001926,2503083713-1,ESCAMA MARINA,6,GILLNETS
2012,305007452,2502055613-5,ESCAMA MARINA,1,GILLNETS
2012,312003261,2502051313-6,ESCAMA MARINA,2,GILLNETS
2012,305007056,2502052813-7,ESCAMA MARINA,2,GILLNETS
2012,306001801,2502054013-6,ESCAMA MARINA,7,GILLNETS
2012,306001090,2502054113-4,ESCAMA MARINA,1,GILLNETS
2012,306001900,1402161213-6,ESCAMA MARINA,4,GILLNETS
2015,305007759,NA,ESCAMA MARINA,10,GILLNETS
2015,305000127,NA,ESCAMA MARINA,15,GILLNETS
2017,306001900,NA,ESCAMA MARINA,4,GILLNETS
2015,305007411,NA,ESCAMA MARINA,3,GILLNETS
2013,305007817,3040134135,ESCAMA MARINA,1,GILLNETS
2013,305006975,1501128213-3,ESCAMA,3,GILLNETS
2014,306000274,3001332813-5,ESCAMA MARINA,5,GILLNETS
2015,305006843,NA,ESCAMA MARINA,1,GILLNETS
2016,305007627,NA,ESCAMA MARINA,2,GILLNETS
2017,305007411,31024110137,ESCAMA MARINA,3,GILLNETS
2015,306001041,NA,ESCAMA MARINA,1,GILLNETS
2017,305004798,NA,ESCAMA MARINA,1,GILLNETS
2017,305006884,0305240013-7,ESCAMA MARINA,1,GILLNETS
2015,306001280,2603119113-1,ESCAMA MARINA,2,GILLNETS
2015,306001769,2603119813-3,ESCAMA MARINA,2,GILLNETS
2014,306001892,3003487813-3,ESCAMA MARINA,3,GILLNETS
2014,306001082,3003466913-8,ESCAMA MARINA,1,GILLNETS
2012,305006876,25044228134,ESCAMA MARINA,1,GILLNETS
2012,305007452,25044233136,ESCAMA MARINA,1,GILLNETS
2017,312003261,NA,ESCAMA MARINA,2,GILLNETS
2012,305007296,25044237137,ESCAMA MARINA,1,GILLNETS
2015,305007437,NA,ESCAMA MARINA,3,GILLNETS
2013,305007221,2502647113-4,ESCAMA MARINA,1,GILLNETS
2017,305007221,2602510713-5,ESCAMA MARINA,1,GILLNETS
2014,306001801,3101451513-6,ESCAMA,1,GILLNETS
2017,306001793,26023578138,ESCAMA MARINA,6,GILLNETS
2012,312003261,14024199138,ESCAMA MARINA,2,GILLNETS
2015,306001744,NA,ESCAMA MARINA,9,GILLNETS
2012,306000936,14022294137,ESCAMA MARINA,7,GILLNETS
2017,306001041,NA,ESCAMA MARINA,1,GILLNETS
2015,305004798,2502565313-1,ESCAMA MARINA,1,GILLNETS
2015,306001041,NA,ESCAMA MARINA,1,GILLNETS
2013,305005811,3102207610-5,ESCAMA,1,GILLNETS
2017,305007692,NA,ESCAMA MARINA,1,GILLNETS
2013,306001280,2802134713-9,ESCAMA MARINA,2,GILLNETS
2015,306001744,3102044713-5,ESCAMA MARINA,7,GILLNETS
2016,305007270,NA,ESCAMA MARINA,9,GILLNETS
2017,306001744,3103153413-7,ESCAMA MARINA,9,GILLNETS
2017,305006092,0201285413-8,ESCAMA MARINA,3,GILLNETS
2014,312003261,0202132513-7,ESCAMA MARINA,2,GILLNETS
2014,305005274,2502366813-7,ESCAMA MARINA,1,GILLNETS
2016,306001710,NA,ESCAMA MARINA,2,GILLNETS
2016,306000936,NA,ESCAMA MARINA,7,GILLNETS
2016,305002305,NA,ESCAMA MARINA,4,GILLNETS
2014,305006876,2603335813-5,ESCAMA MARINA,1,GILLNETS
2016,306001900,NA,ESCAMA MARINA,4,GILLNETS
2015,306001108,NA,ESCAMA MARINA,1,GILLNETS
2015,305004798,NA,ESCAMA MARINA,1,GILLNETS
2015,305006967,NA,ESCAMA MARINA,2,GILLNETS
2015,305007692,NA,ESCAMA MARINA,1,GILLNETS
2015,306001280,NA,ESCAMA MARINA,2,GILLNETS
2015,306001769,NA,ESCAMA MARINA,2,GILLNETS
2014,306001801,2502607713-2,ESCAMA,1,GILLNETS
2012,305007452,14022274135,ESCAMA MARINA,1,GILLNETS
2012,305007296,14022271136,ESCAMA MARINA,1,GILLNETS
2012,305007635,14022291138,ESCAMA MARINA,2,GILLNETS
2012,306001801,14022297135,ESCAMA MARINA,7,GILLNETS
2014,505007155,14022894131,ESCAMA,3,GILLNETS
2016,306001892,NA,ESCAMA MARINA,3,GILLNETS
2016,305006249,NA,ESCAMA MARINA,2,GILLNETS
2015,306001108,NA,ESCAMA MARINA,2,GILLNETS
2013,306000902,NA,ESCAMA MARINA,1,GILLNETS
2016,305006538,3102100013-6,ESCAMA MARINA,1,GILLNETS
2015,305007759,0701492813-6,ESCAMA MARINA,3,GILLNETS
2014,305007452,NA,ESCAMA MARINA,1,GILLNETS
2014,305001521,NA,ESCAMA MARINA,3,GILLNETS
2016,305007668,NA,ESCAMA MARINA,1,GILLNETS
2017,305005274,NA,ESCAMA MARINA,5,GILLNETS
2014,305001521,25019724137,ESCAMA MARINA,3,GILLNETS
2014,306001801,NA,ESCAMA,1,GILLNETS
2014,306001827,NA,ESCAMA MARINA,4,GILLNETS
2014,305007056,3001028013-6,ESCAMA MARINA,1,GILLNETS
2016,305005464,1801105213-9,ESCAMA MARINA,3,GILLNETS
2014,305006728,NA,ESCAMA,1,GILLNETS
2016,303000939,NA,ESCAMA MARINA,2,GILLNETS
2016,306000936,NA,ESCAMA MARINA,7,GILLNETS
2014,305005555,NA,ESCAMA,3,GILLNETS
2014,306001801,3101451513-6,ESCAMA,1,GILLNETS
2016,305007635,3002951313-3,ESCAMA MARINA,2,GILLNETS
2014,305007296,12027680138,ESCAMA,2,GILLNETS
2013,305007270,0201205013-7,ESCAMA MARINA,9,GILLNETS
2016,305006876,NA,ESCAMA MARINA,1,GILLNETS
2016,305006538,NA,ESCAMA MARINA,1,GILLNETS
2014,305007783,0202121213-3,ESCAMA MARINA,2,GILLNETS
2016,306001827,3102123913-2,ESCAMA MARINA,4,GILLNETS
2015,305007817,NA,ESCAMA MARINA,1,GILLNETS
2014,306001082,NA,ESCAMA MARINA,1,GILLNETS
2016,306001710,NA,ESCAMA MARINA,1,GILLNETS
2015,305000010,NA,ESCAMA MARINA,18,GILLNETS
2016,306001967,NA,ESCAMA MARINA,2,GILLNETS
2016,305007734,30035389136,ESCAMA MARINA,1,GILLNETS
2015,305007270,NA,ESCAMA MARINA,9,GILLNETS
2015,305005829,NA,ESCAMA MARINA,1,GILLNETS
2015,306000951,30031897133,ESCAMA MARINA,2,GILLNETS
2015,305007122,30035880132,ESCAMA MARINA,1,GILLNETS
2017,305005274,0305191413-1,ESCAMA MARINA,2,GILLNETS
2013,305007783,0701A57513-9,ESCAMA MARINA,2,GILLNETS
2013,305007759,3002443813-5,ESCAMA MARINA,10,GILLNETS
2017,305006884,NA,ESCAMA MARINA,1,GILLNETS
2017,306001702,NA,ESCAMA MARINA,2,GILLNETS
2015,305006801,0701A85413-3,ESCAMA MARINA,1,GILLNETS
2015,305007221,2021523137,ESCAMA MARINA,1,GILLNETS
2015,305006801,25027468139,ESCAMA MARINA,1,GILLNETS
2017,306001769,NA,ESCAMA MARINA,3,GILLNETS
2009,306001140,0303074013-0,ESCAMA,2,GILLNETS
2016,306001827,NA,ESCAMA MARINA,4,GILLNETS
2017,306001702,NA,ESCAMA MARINA,1,GILLNETS
2017,305007437,3003103813-5,ESCAMA MARINA,3,GILLNETS
2017,305000010,NA,ESCAMA MARINA,18,GILLNETS
2014,305006876,NA,ESCAMA MARINA,1,GILLNETS
2012,305007635,25044238139,ESCAMA MARINA,2,GILLNETS
2015,305006306,2014566135,ESCAMA MARINA,2,GILLNETS
2015,305004798,NA,ESCAMA MARINA,5,GILLNETS
2015,305000010,NA,ESCAMA MARINA,18,GILLNETS
2015,306001280,NA,ESCAMA MARINA,2,GILLNETS
2015,306001769,NA,ESCAMA MARINA,3,GILLNETS
2014,306001290,2504222810-3,ESCAMA MARINA,6,GILLNETS
2015,306001918,NA,ESCAMA MARINA,10,GILLNETS
2015,306001280,3102042913-8,ESCAMA MARINA,2,GILLNETS
2015,305004798,0302324413-4,ESCAMA MARINA,5,GILLNETS
2016,305003204,2501432413-1,ESCAMA MARINA,2,GILLNETS
2017,305007759,NA,ESCAMA MARINA,10,GILLNETS
2013,305007783,14026640138,ESCAMA MARINA,2,GILLNETS
2016,305007452,NA,ESCAMA MARINA,1,GILLNETS
2015,305006843,28021730137,ESCAMA MARINA,1,GILLNETS
2017,305005829,NA,ESCAMA MARINA,1,GILLNETS
2016,305001521,NA,ESCAMA MARINA,3,GILLNETS
2016,305007949,NA,ESCAMA MARINA,1,GILLNETS
2017,305006843,NA,ESCAMA MARINA,1,GILLNETS
2016,305007007,0302343113-2,ESCAMA MARINA,2,GILLNETS
2016,305007949,12022157136,ESCAMA MARINA,1,GILLNETS
2015,306001702,NA,ESCAMA,1,GILLNETS
2016,306001801,NA,ESCAMA MARINA,8,GILLNETS
2016,305006991,3101035913-1,ESCAMA MARINA,1,GILLNETS
2015,306001744,3102044713-5,ESCAMA MARINA,9,GILLNETS
2013,306001041,2502253913-3,ESCAMA,1,GILLNETS
2014,306001033,28021729136,ESCAMA MARINA,1,GILLNETS
2016,305007056,3102163313-7,ESCAMA MARINA,1,GILLNETS
2016,306001900,2502068913-6,ESCAMA MARINA,4,GILLNETS
2014,306001033,12026034137,ESCAMA MARINA,2,GILLNETS
2015,305000010,25011940137,ESCAMA MARINA,18,GILLNETS
2016,305006835,7012990133,ESCAMA MARINA,1,GILLNETS
2014,305002929,0303058913-1,ESCAMA MARINA,1,GILLNETS
2017,305006092,NA,ESCAMA MARINA,3,GILLNETS
2017,306001918,NA,ESCAMA MARINA,10,GILLNETS
2017,306001793,NA,ESCAMA MARINA,2,GILLNETS
2015,306001744,3001B135132,ESCAMA MARINA,7,GILLNETS
2017,305006728,NA,ESCAMA MARINA,1,GILLNETS
2017,305005423,NA,ESCAMA MARINA,6,GILLNETS
2006,305006256,1401249513-2,ESCAMA,1,GILLNETS
2015,306001108,NA,ESCAMA MARINA,1,GILLNETS
2016,306001801,NA,ESCAMA MARINA,1,GILLNETS
2014,305000036,0302172413-3,ESCAMA MARINA,70,GILLNETS
2017,305005829,NA,ESCAMA MARINA,1,GILLNETS
2014,305002929,0303135413-7,ESCAMA MARINA,2,GILLNETS
2011,306001789,3001132413-8,ESCAMA MARINA,5,GILLNETS
2016,305002929,30035320138,ESCAMA MARINA,2,GILLNETS
2015,305006967,NA,ESCAMA MARINA,2,GILLNETS
2016,305000028,30033259134,ESCAMA MARINA,30,GILLNETS
2017,305006595,30031679131,ESCAMA MARINA,2,GILLNETS
2017,305006843,3002435313-6,ESCAMA MARINA,1,GILLNETS
2017,306001041,3001280713-1,ESCAMA MARINA,1,GILLNETS
2014,305006728,0301063513-6,ESCAMA MARINA,1,GILLNETS
2013,305007692,3102213710-1,ESCAMA MARINA,1,GILLNETS
2014,305007650,2501A021132,ESCAMA MARINA,1,GILLNETS
2017,305006595,NA,ESCAMA MARINA,2,GILLNETS
2017,305006595,2602378813-8,ESCAMA MARINA,2,GILLNETS
2012,305007452,2502055613-5,ESCAMA MARINA,1,GILLNETS
2017,305007692,30032234137,ESCAMA MARINA,1,GILLNETS
2017,305005423,NA,ESCAMA MARINA,2,GILLNETS
2015,306001108,25011151136,ESCAMA MARINA,2,GILLNETS
2017,305005274,0305191413-1,ESCAMA MARINA,5,GILLNETS
2017,305007718,NA,ESCAMA MARINA,1,GILLNETS
2016,305007791,NA,ESCAMA MARINA,1,GILLNETS
2014,305007650,28021747138,ESCAMA MARINA,1,GILLNETS
2014,306001033,0202073813-3,ESCAMA MARINA,2,GILLNETS
2016,306000936,NA,ESCAMA MARINA,7,GILLNETS
2016,305000028,NA,ESCAMA MARINA,30,GILLNETS
2014,305006108,0202132413-8,ESCAMA MARINA,2,GILLNETS
2015,305006801,NA,ESCAMA MARINA,1,GILLNETS
2012,306001918,25043494132,ESCAMA MARINA,10,GILLNETS
2012,306001090,2504003313-6,ESCAMA MARINA,1,GILLNETS
2012,306000936,2502622513-5,ESCAMA MARINA,7,GILLNETS
2014,305005274,3001029413-2,ESCAMA MARINA,5,GILLNETS
2014,306001801,3101451513-6,ESCAMA,8,GILLNETS
2017,305007221,NA,ESCAMA MARINA,1,GILLNETS
2012,306001108,25043936139,ESCAMA MARINA,1,GILLNETS
2014,305005274,2502366813-7,ESCAMA MARINA,5,GILLNETS
2017,305006843,NA,ESCAMA MARINA,1,GILLNETS
2014,306001033,NA,ESCAMA MARINA,1,GILLNETS
2016,305007056,NA,ESCAMA MARINA,1,GILLNETS
2015,306001280,2603119113-1,ESCAMA MARINA,2,GILLNETS
2014,305005274,NA,ESCAMA MARINA,5,GILLNETS
2016,306001926,2602264613-3,ESCAMA MARINA,6,GILLNETS
2015,305007270,0302380913-8,ESCAMA MARINA,9,GILLNETS
2015,305004665,0701958013-9,ESCAMA MARINA,2,GILLNETS
2013,306000902,25032130137,ESCAMA MARINA,1,GILLNETS
2015,305007817,NA,ESCAMA MARINA,1,GILLNETS
2017,306001702,3001619213-7,ESCAMA MARINA,1,GILLNETS
2014,306001033,14010778134,ESCAMA MARINA,1,GILLNETS
2016,305007007,NA,ESCAMA MARINA,2,GILLNETS
2016,306000993,2602608613-7,ESCAMA MARINA,7,GILLNETS
2016,306000993,2602608613-7,ESCAMA MARINA,7,GILLNETS
2017,305006884,0305240013-7,ESCAMA MARINA,1,GILLNETS
2014,305002929,0303058913-1,ESCAMA MARINA,2,GILLNETS
2015,305007221,2021523137,ESCAMA MARINA,1,GILLNETS
2015,305005423,25019544132,ESCAMA MARINA,4,GILLNETS
2016,306001290,25013093133,ESCAMA MARINA,6,GILLNETS
2015,305007411,0201347113-6,ESCAMA MARINA,3,GILLNETS
2014,305006728,2504224410-6,ESCAMA,1,GILLNETS
2017,305005829,3102189113-5,ESCAMA MARINA,1,GILLNETS
2014,305006728,NA,ESCAMA,1,GILLNETS
2017,305000010,14026314135,ESCAMA MARINA,18,GILLNETS
2017,305006801,2804477713-9,ESCAMA MARINA,1,GILLNETS
2017,306001041,2501252113-1,ESCAMA MARINA,1,GILLNETS
2015,305007270,0304070213-4,ESCAMA MARINA,9,GILLNETS
2015,305005829,30034538133,ESCAMA MARINA,1,GILLNETS
2016,312000805,NA,ESCAMA MARINA,3,GILLNETS
2015,305005829,0701721313-4,ESCAMA MARINA,1,GILLNETS
2015,305007437,3001008613-4,ESCAMA MARINA,3,GILLNETS
2015,306001843,NA,ESCAMA MARINA,3,GILLNETS
2015,306001793,2601272413-2,ESCAMA MARINA,6,GILLNETS
2015,305007221,0301041513-5,ESCAMA MARINA,1,GILLNETS
2013,305007270,3002373013-6,ESCAMA MARINA,9,GILLNETS
2014,306001827,3102387013-4,ESCAMA MARINA,4,GILLNETS
2017,305007080,30036468130,ESCAMA MARINA,1,GILLNETS
2017,305006736,3002957113-2,ESCAMA MARINA,1,GILLNETS
2015,305006843,NA,ESCAMA MARINA,1,GILLNETS
2014,305002354,1402186513-9,ESCAMA,1,GILLNETS
2015,305006306,3101304713-5,ESCAMA MARINA,7,GILLNETS
2017,305005274,0303159913-8,ESCAMA MARINA,5,GILLNETS
2012,306000936,2502622513-5,ESCAMA MARINA,7,GILLNETS
2014,305007783,0202121213-3,ESCAMA MARINA,2,GILLNETS
2015,305006843,2603007013-5,ESCAMA MARINA,1,GILLNETS
2017,306001900,0701287313-4,ESCAMA MARINA,4,GILLNETS
2015,305006884,30031082135,ESCAMA MARINA,1,GILLNETS
2014,306001801,2502607713-2,ESCAMA,8,GILLNETS
2017,305007221,0303086313-7,ESCAMA MARINA,1,GILLNETS
2015,306001769,3102301213-6,ESCAMA MARINA,3,GILLNETS
2017,305007221,NA,ESCAMA MARINA,1,GILLNETS
2015,306001702,NA,ESCAMA,2,GILLNETS
2012,306001710,14022309138,ESCAMA MARINA,1,GILLNETS
2017,306001793,3002901413-2,ESCAMA MARINA,4,GILLNETS
2016,305007270,NA,ESCAMA MARINA,9,GILLNETS
2013,306001744,16029523131,ESCAMA MARINA,4,GILLNETS
2014,305007056,14021481135,ESCAMA MARINA,1,GILLNETS
2016,305007270,0303088513-2,ESCAMA MARINA,9,GILLNETS
2014,305007783,NA,ESCAMA MARINA,2,GILLNETS
2017,306000274,NA,ESCAMA MARINA,5,GILLNETS
2017,306001892,3103064413-6,ESCAMA MARINA,3,GILLNETS
2015,305007759,NA,ESCAMA MARINA,3,GILLNETS
2016,306001710,20031598139,ESCAMA MARINA,2,GILLNETS
2016,306000936,20031599138,ESCAMA MARINA,7,GILLNETS
2016,306001082,27011391132,ESCAMA MARINA,1,GILLNETS
2016,306001710,20031615134,ESCAMA MARINA,1,GILLNETS
2016,305004764,25024237138,ESCAMA MARINA,2,GILLNETS
2017,305007411,31024110137,ESCAMA MARINA,3,GILLNETS
2017,306001918,3101443613-5,ESCAMA MARINA,10,GILLNETS
2017,305006595,30031679131,ESCAMA MARINA,2,GILLNETS
2014,305002354,NA,ESCAMA,1,GILLNETS
2016,305002929,12022151138,ESCAMA MARINA,4,GILLNETS
2017,305006092,3101156113-6,ESCAMA MARINA,3,GILLNETS
2017,306001918,0201361013-2,ESCAMA MARINA,10,GILLNETS
2015,305006843,28021730137,ESCAMA MARINA,3,GILLNETS
2013,305005423,2803003213-6,ESCAMA MARINA,4,GILLNETS
2015,306001041,0303109513-3,ESCAMA MARINA,1,GILLNETS
2017,305005423,25025665135,ESCAMA MARINA,2,GILLNETS
2017,306000951,0202100113-9,ESCAMA MARINA,2,GILLNETS
2016,306001082,27011391132,ESCAMA MARINA,1,GILLNETS
2016,305007783,0701251213-3,ESCAMA MARINA,2,GILLNETS
2016,306001082,1401209913-7,ESCAMA MARINA,1,GILLNETS
2016,306000936,1401272713-1,ESCAMA MARINA,7,GILLNETS
2016,305007635,0304113713-5,ESCAMA MARINA,2,GILLNETS
2016,312000805,3101504313-1,ESCAMA MARINA,3,GILLNETS
2013,305007692,3002671110-3,ESCAMA MARINA,1,GILLNETS
2016,306001290,2601130513-4,ESCAMA MARINA,6,GILLNETS
2012,306001090,14022275135,ESCAMA MARINA,1,GILLNETS
2016,305005555,3101003013-3,ESCAMA MARINA,3,GILLNETS
2016,305007627,28020713137,ESCAMA MARINA,2,GILLNETS
2017,305006801,3102348613-9,ESCAMA MARINA,1,GILLNETS
2017,305007064,26021327132,ESCAMA MARINA,1,GILLNETS
2017,306001769,3001315113-2,ESCAMA MARINA,2,GILLNETS
2017,305006736,0302340313-7,ESCAMA MARINA,1,GILLNETS
2018,305007841,NA,ESCAMA MARINA,1,GILLNETS
2017,305006678,NA,ESCAMA MARINA,8,GILLNETS
2017,305006843,3102012913-9,ESCAMA MARINA,1,GILLNETS
2017,305006884,3001300313-8,ESCAMA MARINA,1,GILLNETS
2017,305000010,0304114513-6,ESCAMA MARINA,18,GILLNETS
2017,306001041,3001280713-1,ESCAMA MARINA,1,GILLNETS
2017,305006092,NA,ESCAMA MARINA,3,GILLNETS
2017,305000010,14026314135,ESCAMA MARINA,18,GILLNETS
2015,305006884,NA,ESCAMA MARINA,1,GILLNETS
2011,305003154,14022514136,ESCAMA,2,GILLNETS
2017,305006843,NA,ESCAMA MARINA,1,GILLNETS
2012,305007635,14022291138,ESCAMA MARINA,2,GILLNETS
2012,306001918,14024200138,ESCAMA MARINA,10,GILLNETS
2012,306001033,14024199138,ESCAMA MARINA,2,GILLNETS
2014,305006728,0202106513-6,ESCAMA MARINA,1,GILLNETS
2017,305007064,NA,ESCAMA MARINA,1,GILLNETS
2016,305006108,3102404113-7,ESCAMA MARINA,2,GILLNETS
2014,305007635,3102052513-6,ESCAMA MARINA,2,GILLNETS
2017,305007692,2602381213-3,ESCAMA MARINA,1,GILLNETS
2014,306001801,NA,ESCAMA,8,GILLNETS
2014,306001801,2502607713-2,ESCAMA,1,GILLNETS
2016,305006249,2804234813-4,ESCAMA MARINA,2,GILLNETS
2015,306001090,7019382136,ESCAMA MARINA,1,GILLNETS
2014,312000805,14023865138,ESCAMA,3,GILLNETS
2016,306001900,NA,ESCAMA MARINA,4,GILLNETS
2017,305005274,0303159913-8,ESCAMA MARINA,5,GILLNETS
2016,312000805,NA,ESCAMA MARINA,3,GILLNETS
2017,306001744,12025374138,ESCAMA MARINA,9,GILLNETS
2016,306001900,NA,ESCAMA MARINA,4,GILLNETS
2014,305006728,0302033813-9,ESCAMA,1,GILLNETS
2017,305007650,3002005213-8,ESCAMA MARINA,1,GILLNETS
2017,305006884,3001300313-8,ESCAMA MARINA,1,GILLNETS
2015,305007080,2502624613-3,ESCAMA MARINA,1,GILLNETS
2013,305007783,14026640138,ESCAMA MARINA,2,GILLNETS
2013,305005423,1402358913-9,ESCAMA MARINA,4,GILLNETS
2017,305007411,NA,ESCAMA MARINA,3,GILLNETS
2013,305000127,3102204713-3,ESCAMA,15,GILLNETS
2015,306001041,NA,ESCAMA MARINA,1,GILLNETS
2017,306001892,2502672113-1,ESCAMA MARINA,3,GILLNETS
2017,305006092,3101156113-6,ESCAMA MARINA,3,GILLNETS
2013,305005811,12026355134,ESCAMA,1,GILLNETS
2012,306001090,2502054113-4,ESCAMA MARINA,1,GILLNETS
2013,305007817,2802228813-3,ESCAMA MARINA,1,GILLNETS
2012,306000936,1402163013-4,ESCAMA MARINA,7,GILLNETS
2017,306001108,30029136133,ESCAMA MARINA,1,GILLNETS
2016,305006835,3101097813-9,ESCAMA MARINA,1,GILLNETS
2014,305006728,0301063513-6,ESCAMA MARINA,1,GILLNETS
2013,305007817,3040134135,ESCAMA MARINA,1,GILLNETS
2016,305002354,NA,ESCAMA MARINA,9,GILLNETS
2016,305001521,0304114813-4,ESCAMA MARINA,3,GILLNETS
2015,305007064,18013910133,ESCAMA MARINA,1,GILLNETS
2017,305006801,3102348613-9,ESCAMA MARINA,1,GILLNETS
2014,305006728,2504224410-6,ESCAMA,1,GILLNETS
2013,305005811,3002671410-2,ESCAMA,1,GILLNETS
2013,305005811,3002670910-9,ESCAMA,1,GILLNETS
2017,305007221,0303086313-7,ESCAMA MARINA,1,GILLNETS
2015,306001090,NA,ESCAMA MARINA,3,GILLNETS
2014,305006728,NA,ESCAMA MARINA,1,GILLNETS
2017,305007122,NA,ESCAMA MARINA,1,GILLNETS
2015,306001108,0303162313-6,ESCAMA MARINA,1,GILLNETS
2014,505007155,28020079138,ESCAMA,3,GILLNETS
2016,305005811,NA,ESCAMA MARINA,2,GILLNETS
2014,305007650,28021747138,ESCAMA MARINA,1,GILLNETS
2014,306001033,28021729136,ESCAMA MARINA,1,GILLNETS
2014,305007635,NA,ESCAMA MARINA,2,GILLNETS
2014,305005274,2502366813-7,ESCAMA MARINA,5,GILLNETS
2017,305000010,NA,ESCAMA MARINA,18,GILLNETS
2017,306001835,NA,ESCAMA MARINA,4,GILLNETS
2015,305004665,NA,ESCAMA MARINA,2,GILLNETS
2014,305002929,0202142013-6,ESCAMA MARINA,2,GILLNETS
2016,305002305,3040667136,ESCAMA MARINA,4,GILLNETS
2016,306001082,27011391132,ESCAMA MARINA,1,GILLNETS
2016,305002929,NA,ESCAMA MARINA,4,GILLNETS
2014,305007783,3001025313-7,ESCAMA MARINA,2,GILLNETS
2014,306001082,3003466913-8,ESCAMA MARINA,1,GILLNETS
2015,306001108,NA,ESCAMA MARINA,2,GILLNETS
2013,305007783,0202093013-9,ESCAMA MARINA,2,GILLNETS
2014,306001082,0601167213-7,ESCAMA MARINA,1,GILLNETS
2014,306001082,NA,ESCAMA MARINA,1,GILLNETS
2017,305007650,NA,ESCAMA MARINA,1,GILLNETS
2015,305000010,14025226133,ESCAMA MARINA,18,GILLNETS
2015,305007080,2502624613-3,ESCAMA MARINA,1,GILLNETS
2014,312003261,3001064713-8,ESCAMA MARINA,2,GILLNETS
2015,305007221,NA,ESCAMA MARINA,1,GILLNETS
2015,305007080,NA,ESCAMA MARINA,1,GILLNETS
2015,306001090,NA,ESCAMA MARINA,1,GILLNETS
2017,305006736,NA,ESCAMA MARINA,1,GILLNETS
2014,306001082,NA,ESCAMA MARINA,1,GILLNETS
2016,305007635,0304113713-5,ESCAMA MARINA,2,GILLNETS
2016,306001710,1401251613-5,ESCAMA MARINA,1,GILLNETS
2015,306001793,0701A85613-7,ESCAMA MARINA,6,GILLNETS
2014,306001033,12026034137,ESCAMA MARINA,2,GILLNETS
2012,306001033,1402162313-7,ESCAMA MARINA,2,GILLNETS
2017,305006967,NA,ESCAMA MARINA,2,GILLNETS
2015,306001090,7019367133,ESCAMA MARINA,3,GILLNETS
2014,305006728,0202106513-6,ESCAMA MARINA,1,GILLNETS
2014,305002354,NA,ESCAMA,6,GILLNETS
2016,306000993,NA,ESCAMA MARINA,7,GILLNETS
2016,306001801,NA,ESCAMA MARINA,1,GILLNETS
2016,306001801,3102288413-5,ESCAMA MARINA,8,GILLNETS
2016,303000939,30034355135,ESCAMA MARINA,2,GILLNETS
2017,306001041,NA,ESCAMA MARINA,1,GILLNETS
2014,305006728,NA,ESCAMA,1,GILLNETS
2016,305005811,3102143813-5,ESCAMA MARINA,2,GILLNETS
2014,305007650,2501A021132,ESCAMA MARINA,1,GILLNETS
2016,305007452,2804426413-5,ESCAMA MARINA,1,GILLNETS
2012,305006645,3043663134,ESCAMA MARINA,4,GILLNETS
2016,305000036,3102207913-6,ESCAMA MARINA,70,GILLNETS
2015,306001744,0701B07213-5,ESCAMA MARINA,4,GILLNETS
2015,305006843,NA,ESCAMA MARINA,3,GILLNETS
2017,305004798,NA,ESCAMA MARINA,5,GILLNETS
2014,305007296,NA,ESCAMA,2,GILLNETS
2016,306001827,0302365513-8,ESCAMA MARINA,4,GILLNETS
2016,305001521,3002472713-1,ESCAMA MARINA,3,GILLNETS
2017,305005274,0305191413-1,ESCAMA MARINA,5,GILLNETS
2014,305007783,3001025313-7,ESCAMA MARINA,2,GILLNETS
2013,305007007,1402584113-3,ESCAMA,2,GILLNETS
2017,306001769,NA,ESCAMA MARINA,2,GILLNETS
2017,305004798,0304309313-3,ESCAMA MARINA,1,GILLNETS
2017,305004749,0202050213-5,ESCAMA MARINA,2,GILLNETS
2016,305007056,0303021013-8,ESCAMA MARINA,1,GILLNETS
2016,306001900,1801209813-3,ESCAMA MARINA,4,GILLNETS
2012,306001900,25043918139,ESCAMA MARINA,4,GILLNETS
2016,305000036,NA,ESCAMA MARINA,70,GILLNETS
2015,305006801,25027468139,ESCAMA MARINA,1,GILLNETS
2014,305000036,0302172413-3,ESCAMA MARINA,70,GILLNETS
2015,306000951,0701722413-3,ESCAMA MARINA,2,GILLNETS
2017,306001918,NA,ESCAMA MARINA,10,GILLNETS
2012,306001918,14024200138,ESCAMA MARINA,10,GILLNETS
2015,305007692,27022435138,ESCAMA MARINA,1,GILLNETS
2014,305005985,NA,ESCAMA MARINA,3,GILLNETS
2016,305005555,NA,ESCAMA MARINA,3,GILLNETS
2016,305000036,2603234013-6,ESCAMA MARINA,70,GILLNETS
2015,306001041,2603293313-3,ESCAMA MARINA,1,GILLNETS
2014,305000036,0304049713-2,ESCAMA MARINA,70,GILLNETS
2017,305006728,0701964613-9,ESCAMA MARINA,1,GILLNETS
2017,305006967,0305010613-6,ESCAMA MARINA,2,GILLNETS
2014,305007650,NA,ESCAMA MARINA,1,GILLNETS
2014,306001290,NA,ESCAMA MARINA,6,GILLNETS
2014,305006678,3001092113-3,ESCAMA MARINA,8,GILLNETS
2015,305007122,0701B31213-6,ESCAMA MARINA,1,GILLNETS
2016,306001801,3102288413-5,ESCAMA MARINA,1,GILLNETS
2016,306001710,NA,ESCAMA MARINA,1,GILLNETS
